sector,city,founded_year,startup_age_years,funding_stage,total_funding_sar,num_funding_rounds,num_investors,num_founders,speed_to_first_round_months,last_round_type,sama_sandbox,rega_sandbox,ntdp_participation,survival_score
Fintech,Mecca,2015,9,Series A,5779,2,6,3,18,Series A,1,0,1,43.5
Fintech,Jeddah,2012,12,Series A,14613,3,5,2,23,Series A,1,0,1,37.0
Edtech,Dammam,2018,6,Pre-Seed,176,2,2,2,15,Pre-Seed,0,0,0,35.4
Real Estate Tech,Riyadh,2019,5,Series B,18099,4,17,2,21,Series B,0,1,0,55.8
E-commerce,Riyadh,2010,14,Seed,1677,1,4,2,27,Seed,0,0,1,54.5
Fintech,Jeddah,2018,6,Series C,97996,4,15,2,13,Series C,1,0,1,63.8
Real Estate Tech,Riyadh,2012,12,Series C,145517,6,22,2,21,Series C,0,1,1,74.1
Fintech,Riyadh,2018,6,Series C,133194,4,27,2,30,Series C,0,0,0,63.1
Agritech,Riyadh,2022,2,Pre-Seed,498,2,1,2,9,Pre-Seed,0,0,0,52.5
Real Estate Tech,Jeddah,2019,5,Pre-Seed,144,2,1,2,11,Pre-Seed,0,1,0,39.6
Healthtech,Riyadh,2010,14,Growth,294670,7,39,3,10,Growth,0,0,1,76.5
Fintech,Jeddah,2017,7,Seed,2842,1,5,1,15,Seed,1,0,0,41.6
Edtech,Riyadh,2015,9,Pre-Seed,387,2,3,2,3,Pre-Seed,0,0,0,42.8
Real Estate Tech,Riyadh,2018,6,Series A,13546,4,6,3,19,Series A,0,0,0,55.6
Traveltech,Riyadh,2013,11,Seed,2711,3,5,3,35,Seed,0,0,1,46.8
Agritech,Riyadh,2021,3,Series A,13828,4,9,4,19,Series A,0,0,0,61.2
Real Estate Tech,NEOM,2014,10,Series B,22275,4,12,2,38,Series B,0,0,0,53.0
Traveltech,Riyadh,2015,9,Series B,49796,5,10,2,2,Series B,0,0,1,79.8
Cybersecurity,Riyadh,2021,3,Seed,1131,2,5,3,6,Seed,0,0,0,39.1
Logistics Tech,Jeddah,2018,6,Seed,1299,1,3,2,1,Seed,0,0,0,51.3
Agritech,Riyadh,2015,9,Seed,2500,3,5,3,1,Seed,0,0,1,56.3
Real Estate Tech,Riyadh,2018,6,Seed,1109,1,6,2,18,Seed,0,0,0,34.0
Healthtech,Riyadh,2011,13,Pre-Seed,280,1,3,2,6,Pre-Seed,0,0,0,45.8
Fintech,Medina,2013,11,Seed,2022,3,3,1,1,Seed,1,0,0,35.4
Fintech,Jeddah,2012,12,Seed,1525,3,4,3,14,Seed,0,0,1,45.9
Cybersecurity,Riyadh,2013,11,Seed,2122,2,3,4,18,Seed,0,0,0,37.1
Real Estate Tech,Riyadh,2010,14,Series B,30813,3,15,1,21,Series B,0,1,1,58.0
Edtech,Riyadh,2011,13,Seed,2613,3,3,2,16,Seed,0,0,0,30.9
Logistics Tech,Riyadh,2013,11,Pre-Seed,498,1,1,4,23,Pre-Seed,0,0,0,43.4
Agritech,Jeddah,2019,5,Series A,10653,3,9,2,8,Series A,0,0,1,54.5
Cybersecurity,NEOM,2013,11,Series B,39088,5,15,3,7,Series B,0,0,0,33.9
Real Estate Tech,Riyadh,2014,10,Seed,2547,2,2,1,30,Seed,0,1,1,30.1
Fintech,Dammam,2018,6,Series A,12208,4,8,2,34,Series A,1,0,0,34.4
E-commerce,Riyadh,2010,14,Pre-Seed,352,1,3,2,4,Pre-Seed,0,0,0,59.1
Fintech,Riyadh,2017,7,Seed,507,2,2,4,20,Seed,0,0,1,37.7
Fintech,Riyadh,2012,12,Series C,79645,5,28,3,9,Series C,1,0,1,71.5
Real Estate Tech,Riyadh,2018,6,Series C,74068,6,23,3,7,Series C,0,1,1,79.3
Logistics Tech,Khobar,2020,4,Series A,10931,2,10,2,20,Series A,0,0,0,60.0
Healthtech,Riyadh,2017,7,Series A,6766,4,10,3,20,Series A,0,0,1,46.7
Real Estate Tech,Riyadh,2017,7,Series B,28308,4,13,3,13,Series B,0,0,0,58.3
Edtech,Mecca,2018,6,Series C,78776,6,30,2,14,Series C,0,0,0,62.6
Real Estate Tech,NEOM,2013,11,Seed,2118,1,6,3,6,Seed,0,0,0,44.6
Fintech,Dammam,2021,3,Series A,5896,3,7,2,29,Series A,0,0,1,33.9
Logistics Tech,Khobar,2014,10,Seed,2084,1,6,1,17,Seed,0,0,0,46.0
Healthtech,Riyadh,2021,3,Pre-Seed,450,1,3,2,8,Pre-Seed,0,0,1,49.3
Logistics Tech,Dammam,2016,8,Seed,2914,2,4,1,17,Seed,0,0,0,53.8
Fintech,Jeddah,2011,13,Series B,49685,3,15,1,14,Series B,0,0,0,46.0
Agritech,NEOM,2016,8,Series B,27508,5,10,2,10,Series B,0,0,0,71.6
Healthtech,Dammam,2021,3,Series C,145440,5,29,2,9,Series C,0,0,0,63.9
Healthtech,Riyadh,2012,12,Pre-Seed,226,1,3,3,8,Pre-Seed,0,0,1,48.2
Healthtech,Dammam,2015,9,Seed,2392,1,2,2,6,Seed,0,0,0,43.3
Agritech,Riyadh,2022,2,Pre-Seed,395,2,1,2,18,Pre-Seed,0,0,0,49.6
Healthtech,Riyadh,2015,9,Pre-Seed,134,1,1,2,14,Pre-Seed,0,0,0,48.2
Healthtech,Riyadh,2015,9,Series C,53864,6,24,2,38,Series C,0,0,0,43.4
Cybersecurity,Khobar,2019,5,Seed,1175,3,3,2,24,Seed,0,0,0,55.5
Logistics Tech,Riyadh,2011,13,Series A,14102,4,9,1,20,Series A,0,0,0,47.7
E-commerce,Jeddah,2018,6,Pre-Seed,302,2,1,3,14,Pre-Seed,0,0,0,28.0
Edtech,Riyadh,2017,7,Seed,2401,1,5,2,14,Seed,0,0,0,28.6
E-commerce,Mecca,2016,8,Series A,10330,2,4,2,3,Series A,0,0,1,62.0
Real Estate Tech,Riyadh,2020,4,Pre-Seed,329,1,2,2,6,Pre-Seed,0,0,0,61.9
Healthtech,Dammam,2021,3,Seed,908,2,2,2,7,Seed,0,0,0,40.4
Traveltech,NEOM,2021,3,Pre-Seed,448,2,3,3,1,Pre-Seed,0,0,1,49.7
Traveltech,Riyadh,2018,6,Series A,7100,2,9,2,17,Series A,0,0,0,60.7
Real Estate Tech,Riyadh,2013,11,Growth,170841,6,48,3,1,Growth,0,1,0,53.3
E-commerce,Jeddah,2011,13,Series B,34422,3,18,2,21,Series B,0,0,1,37.0
Real Estate Tech,Khobar,2013,11,Growth,379966,7,45,3,16,Growth,0,0,0,53.2
Cybersecurity,Dammam,2021,3,Series B,36862,3,16,4,33,Series B,0,0,1,49.2
Cybersecurity,Riyadh,2019,5,Series B,37132,4,16,1,20,Series B,0,0,0,51.6
Healthtech,NEOM,2020,4,Series A,4890,4,6,1,6,Series A,0,0,0,38.6
Logistics Tech,Riyadh,2012,12,Seed,2883,1,3,1,4,Seed,0,0,1,33.0
Edtech,Jeddah,2011,13,Seed,2833,2,6,1,32,Seed,0,0,0,49.3
Healthtech,Dammam,2011,13,Series B,48828,3,14,2,9,Series B,0,0,1,63.3
Fintech,Riyadh,2017,7,Pre-Seed,423,1,1,3,11,Pre-Seed,0,0,0,53.0
E-commerce,Dammam,2022,2,Pre-Seed,494,2,1,4,14,Pre-Seed,0,0,1,50.0
Edtech,Jeddah,2014,10,Series C,118047,6,24,2,17,Series C,0,0,1,71.6
Edtech,NEOM,2021,3,Pre-Seed,412,2,2,3,33,Pre-Seed,0,0,0,34.1
Real Estate Tech,Riyadh,2015,9,Growth,385477,7,40,2,19,Growth,0,0,1,49.2
HR Tech,Riyadh,2017,7,Series A,5403,3,7,2,18,Series A,0,0,1,52.3
Fintech,Dammam,2016,8,Seed,2891,2,2,3,17,Seed,0,0,1,33.3
E-commerce,Riyadh,2016,8,Series A,5103,2,7,2,18,Series A,0,0,0,61.5
Edtech,Riyadh,2021,3,Series B,26576,5,17,3,26,Series B,0,0,0,44.0
Edtech,Abha,2022,2,Pre-Seed,429,1,1,2,12,Pre-Seed,0,0,1,51.9
Healthtech,Riyadh,2016,8,Series B,44549,5,10,2,12,Series B,0,0,1,63.4
Real Estate Tech,Medina,2021,3,Series B,45338,5,10,3,27,Series B,0,1,1,54.0
Fintech,Riyadh,2020,4,Pre-Seed,187,1,2,1,12,Pre-Seed,1,0,1,51.4
Healthtech,Riyadh,2020,4,Pre-Seed,491,2,1,3,11,Pre-Seed,0,0,0,48.9
Healthtech,Dammam,2016,8,Pre-Seed,419,1,1,1,30,Pre-Seed,0,0,0,50.6
Fintech,Jeddah,2017,7,Pre-Seed,489,2,3,2,14,Pre-Seed,1,0,1,32.5
Edtech,Jeddah,2010,14,Pre-Seed,439,1,2,2,16,Pre-Seed,0,0,0,34.9
E-commerce,Jeddah,2022,2,Series A,5318,2,5,1,14,Series A,0,0,1,34.7
Edtech,Dammam,2012,12,Seed,2396,2,6,2,12,Seed,0,0,0,29.0
Agritech,Riyadh,2010,14,Series B,48734,3,8,4,14,Series B,0,0,1,81.0
Fintech,Riyadh,2017,7,Seed,1650,3,4,1,15,Seed,1,0,0,38.4
Fintech,Riyadh,2011,13,Seed,2733,1,3,1,26,Seed,1,0,0,35.4
Logistics Tech,Jeddah,2016,8,Series A,11557,4,10,3,9,Series A,0,0,0,53.5
Healthtech,Riyadh,2015,9,Series B,28008,4,10,2,37,Series B,0,0,0,56.0
Edtech,Riyadh,2020,4,Seed,1532,2,3,2,11,Seed,0,0,0,28.3
Agritech,Riyadh,2010,14,Seed,1154,1,6,2,26,Seed,0,0,1,47.1
Logistics Tech,Riyadh,2021,3,Series B,35180,3,16,2,3,Series B,0,0,1,58.4
HR Tech,Riyadh,2015,9,Seed,1880,2,5,2,11,Seed,0,0,1,37.4
Healthtech,Jeddah,2018,6,Pre-Seed,422,1,3,3,15,Pre-Seed,0,0,1,38.3
E-commerce,Riyadh,2012,12,Seed,1406,1,2,1,9,Seed,0,0,1,54.2
E-commerce,NEOM,2021,3,Series B,19891,4,11,4,23,Series B,0,0,0,55.9
Fintech,Jeddah,2016,8,Pre-Seed,174,1,1,1,23,Pre-Seed,0,0,0,26.6
Healthtech,Riyadh,2013,11,Series A,7840,2,9,3,10,Series A,0,0,0,46.9
Real Estate Tech,Jeddah,2010,14,Series A,9380,2,5,3,1,Series A,0,1,0,46.2
Traveltech,Riyadh,2016,8,Series C,136904,5,19,2,24,Series C,0,0,0,65.7
Healthtech,Dammam,2010,14,Seed,1778,3,2,1,18,Seed,0,0,0,37.3
Healthtech,Abha,2020,4,Seed,1227,3,2,3,13,Seed,0,0,0,42.3
Real Estate Tech,Jeddah,2013,11,Seed,1311,1,4,3,12,Seed,0,0,0,38.8
Fintech,Jeddah,2022,2,Seed,829,1,5,2,10,Seed,1,0,1,43.4
Fintech,Riyadh,2018,6,Series A,14563,4,7,1,26,Series A,1,0,0,50.5
E-commerce,Riyadh,2014,10,Series A,8928,2,6,4,14,Series A,0,0,1,62.9
Fintech,NEOM,2016,8,Series A,5418,4,9,2,31,Series A,1,0,0,51.6
Healthtech,Riyadh,2022,2,Series B,15259,3,12,2,41,Series B,0,0,1,59.4
Agritech,Riyadh,2016,8,Series C,130100,4,22,4,24,Series C,0,0,1,76.3
Agritech,Riyadh,2021,3,Seed,877,2,5,2,40,Seed,0,0,1,48.5
Edtech,Jeddah,2012,12,Growth,330369,7,42,2,25,Growth,0,0,1,62.9
Real Estate Tech,Riyadh,2022,2,Pre-Seed,179,1,2,3,14,Pre-Seed,0,0,1,61.4
Agritech,Khobar,2020,4,Series A,6111,2,10,3,34,Series A,0,0,0,43.5
Agritech,Riyadh,2017,7,Seed,1209,2,6,1,16,Seed,0,0,0,48.3
Fintech,Riyadh,2010,14,Series B,23438,5,17,3,42,Series B,0,0,0,56.2
Edtech,Jeddah,2013,11,Seed,833,1,2,4,12,Seed,0,0,0,48.3
Real Estate Tech,Riyadh,2019,5,Series B,22571,3,15,2,27,Series B,0,0,0,55.7
Logistics Tech,Jeddah,2013,11,Series C,101965,5,24,2,18,Series C,0,0,0,51.3
Cybersecurity,Riyadh,2011,13,Series A,9120,4,6,3,7,Series A,0,0,0,64.0
Fintech,Riyadh,2015,9,Series B,22176,5,11,2,9,Series B,1,0,0,59.6
Traveltech,Riyadh,2010,14,Pre-Seed,463,1,2,2,1,Pre-Seed,0,0,0,62.1
Healthtech,Khobar,2012,12,Pre-Seed,298,1,3,2,17,Pre-Seed,0,0,0,41.4
HR Tech,Jeddah,2018,6,Growth,150252,8,44,3,23,Growth,0,0,1,66.8
E-commerce,Dammam,2021,3,Series A,5944,3,7,3,1,Series A,0,0,0,56.8
Agritech,Riyadh,2019,5,Series A,5006,4,8,2,1,Series A,0,0,1,65.1
Fintech,Jeddah,2015,9,Seed,2566,3,5,2,9,Seed,0,0,0,49.9
Real Estate Tech,Riyadh,2011,13,Pre-Seed,489,2,2,2,19,Pre-Seed,0,1,0,59.9
Fintech,Mecca,2021,3,Seed,1777,3,2,1,8,Seed,0,0,0,52.1
HR Tech,Jeddah,2021,3,Seed,1528,2,5,2,19,Seed,0,0,0,55.0
Logistics Tech,Jeddah,2018,6,Pre-Seed,472,1,2,2,12,Pre-Seed,0,0,1,42.2
Agritech,Riyadh,2022,2,Pre-Seed,336,2,3,2,4,Pre-Seed,0,0,1,52.0
Traveltech,Jeddah,2011,13,Seed,1703,2,3,2,25,Seed,0,0,0,61.9
Fintech,Riyadh,2021,3,Series A,11204,2,9,2,21,Series A,1,0,0,50.4
E-commerce,Khobar,2016,8,Pre-Seed,467,2,2,3,14,Pre-Seed,0,0,0,48.1
Fintech,Riyadh,2010,14,Series A,12509,4,8,2,1,Series A,0,0,1,55.2
Real Estate Tech,Riyadh,2014,10,Series C,58962,4,18,2,12,Series C,0,1,0,73.9
Real Estate Tech,Riyadh,2016,8,Seed,2807,2,2,2,8,Seed,0,1,1,38.2
E-commerce,Riyadh,2012,12,Series B,44101,4,17,4,12,Series B,0,0,0,61.4
Real Estate Tech,Riyadh,2013,11,Series C,122277,5,16,3,9,Series C,0,1,0,72.0
Fintech,NEOM,2014,10,Pre-Seed,394,1,3,1,14,Pre-Seed,0,0,0,48.5
Fintech,Jeddah,2012,12,Pre-Seed,432,2,3,4,14,Pre-Seed,1,0,1,28.3
Fintech,NEOM,2015,9,Seed,2474,1,5,1,26,Seed,1,0,0,54.1
HR Tech,Dammam,2012,12,Series A,13446,3,5,3,10,Series A,0,0,0,51.3
Logistics Tech,Riyadh,2017,7,Seed,2770,3,4,2,18,Seed,0,0,1,37.4
HR Tech,Jeddah,2016,8,Seed,2054,2,2,1,8,Seed,0,0,0,57.8
E-commerce,Riyadh,2010,14,Series A,12229,3,9,2,10,Series A,0,0,0,72.0
Real Estate Tech,Khobar,2011,13,Pre-Seed,369,2,3,3,11,Pre-Seed,0,1,0,47.9
Logistics Tech,Riyadh,2013,11,Growth,378905,6,24,2,26,Growth,0,0,1,42.5
Real Estate Tech,Riyadh,2014,10,Pre-Seed,139,1,2,2,14,Pre-Seed,0,0,0,58.1
Real Estate Tech,Riyadh,2020,4,Series C,134473,5,23,3,16,Series C,0,1,0,72.2
Real Estate Tech,Riyadh,2019,5,Pre-Seed,188,2,3,1,13,Pre-Seed,0,1,0,58.7
Fintech,Riyadh,2020,4,Pre-Seed,200,1,1,3,16,Pre-Seed,0,0,0,49.1
Real Estate Tech,Riyadh,2013,11,Pre-Seed,318,1,1,1,16,Pre-Seed,0,1,0,55.4
Real Estate Tech,Dammam,2013,11,Growth,308935,6,31,2,12,Growth,0,1,0,67.2
Edtech,Dammam,2018,6,Pre-Seed,403,1,3,3,1,Pre-Seed,0,0,0,35.9
Fintech,Riyadh,2013,11,Series A,7618,2,7,4,11,Series A,1,0,0,49.8
Real Estate Tech,Riyadh,2013,11,Series B,43377,3,9,3,19,Series B,0,1,0,52.5
Logistics Tech,NEOM,2013,11,Series A,12337,2,4,2,24,Series A,0,0,0,50.7
Fintech,Riyadh,2011,13,Seed,2199,2,4,4,2,Seed,0,0,0,38.6
Real Estate Tech,NEOM,2022,2,Series C,63976,6,26,2,4,Series C,0,0,0,84.0
Agritech,Riyadh,2017,7,Series C,52353,6,17,2,11,Series C,0,0,0,81.3
Fintech,Jeddah,2022,2,Seed,1983,2,4,3,13,Seed,0,0,0,43.1
Fintech,Jeddah,2013,11,Series A,9740,4,9,1,1,Series A,1,0,0,37.8
E-commerce,Jeddah,2014,10,Growth,230074,8,28,2,17,Growth,0,0,1,44.0
Real Estate Tech,NEOM,2017,7,Growth,304012,8,22,4,27,Growth,0,1,0,43.0
Healthtech,Riyadh,2013,11,Seed,720,1,2,1,10,Seed,0,0,0,25.3
Logistics Tech,Riyadh,2014,10,Series B,31311,5,10,2,15,Series B,0,0,0,50.1
Fintech,Jeddah,2014,10,Seed,2133,2,4,1,20,Seed,0,0,0,37.0
Healthtech,Dammam,2015,9,Seed,2872,3,5,3,15,Seed,0,0,0,43.4
E-commerce,Riyadh,2016,8,Pre-Seed,198,2,1,2,11,Pre-Seed,0,0,0,61.5
Fintech,Dammam,2012,12,Pre-Seed,439,1,1,2,11,Pre-Seed,0,0,0,36.7
Healthtech,Riyadh,2019,5,Series A,10558,2,5,2,17,Series A,0,0,0,44.5
Real Estate Tech,Riyadh,2020,4,Seed,634,1,2,2,24,Seed,0,1,0,32.2
E-commerce,Dammam,2012,12,Pre-Seed,415,1,3,3,17,Pre-Seed,0,0,0,47.5
Fintech,Riyadh,2022,2,Seed,1349,3,6,2,26,Seed,0,0,0,36.6
E-commerce,Jeddah,2018,6,Seed,647,3,2,2,15,Seed,0,0,1,51.4
Real Estate Tech,Riyadh,2010,14,Growth,317025,7,38,3,15,Growth,0,1,1,56.2
Logistics Tech,Riyadh,2019,5,Series B,40009,3,9,1,29,Series B,0,0,0,48.6
Fintech,Jeddah,2021,3,Seed,2935,3,5,3,8,Seed,1,0,0,48.5
E-commerce,Jeddah,2022,2,Series C,102258,6,18,2,24,Series C,0,0,1,38.4
E-commerce,Riyadh,2017,7,Seed,562,2,2,3,19,Seed,0,0,0,57.5
Edtech,Riyadh,2019,5,Series A,7183,2,4,2,11,Series A,0,0,1,54.8
Healthtech,Riyadh,2012,12,Growth,413035,7,21,3,6,Growth,0,0,0,75.2
Edtech,Riyadh,2014,10,Seed,1778,2,5,3,17,Seed,0,0,1,25.4
Logistics Tech,Mecca,2012,12,Series A,8247,3,6,3,18,Series A,0,0,0,40.1
Agritech,NEOM,2019,5,Seed,1686,2,2,3,31,Seed,0,0,1,53.9
Real Estate Tech,Riyadh,2010,14,Seed,1840,1,6,3,19,Seed,0,0,0,33.3
Healthtech,Riyadh,2019,5,Series A,5861,3,7,2,1,Series A,0,0,0,54.3
Agritech,Khobar,2014,10,Growth,214871,8,30,2,20,Growth,0,0,1,57.7
Cybersecurity,Jeddah,2017,7,Seed,2800,1,5,3,30,Seed,0,0,1,65.8
Agritech,Jeddah,2014,10,Series C,112473,5,28,2,18,Series C,0,0,0,73.7
Real Estate Tech,Dammam,2013,11,Series C,144971,6,24,2,20,Series C,0,1,0,82.8
Fintech,Riyadh,2018,6,Seed,1763,1,6,2,1,Seed,0,0,0,40.3
E-commerce,Riyadh,2022,2,Seed,2583,1,4,2,27,Seed,0,0,0,55.1
Edtech,Mecca,2010,14,Series A,11970,4,6,2,9,Series A,0,0,1,50.5
E-commerce,Jeddah,2014,10,Seed,1434,2,2,3,4,Seed,0,0,1,49.8
E-commerce,Riyadh,2010,14,Pre-Seed,482,1,2,3,11,Pre-Seed,0,0,1,59.6
Agritech,Riyadh,2015,9,Growth,424094,5,21,2,18,Growth,0,0,1,66.2
Real Estate Tech,Riyadh,2019,5,Series A,5758,2,6,1,10,Series A,0,1,0,56.0
Agritech,Dammam,2018,6,Seed,2247,1,5,1,24,Seed,0,0,1,43.0
E-commerce,Riyadh,2020,4,Series A,10369,2,6,2,4,Series A,0,0,0,61.6
Real Estate Tech,Riyadh,2011,13,Pre-Seed,332,1,3,1,18,Pre-Seed,0,1,0,56.3
E-commerce,Mecca,2022,2,Seed,2337,1,4,3,8,Seed,0,0,0,68.1
Logistics Tech,Riyadh,2022,2,Series C,88106,4,25,2,14,Series C,0,0,1,53.9
Fintech,Riyadh,2013,11,Series C,138044,6,25,2,30,Series C,0,0,0,59.0
Fintech,Riyadh,2017,7,Seed,2922,2,4,2,20,Seed,0,0,0,38.7
HR Tech,Riyadh,2012,12,Seed,553,1,5,3,18,Seed,0,0,0,28.8
Fintech,Riyadh,2016,8,Series A,8716,4,8,3,7,Series A,0,0,0,53.9
Healthtech,Khobar,2021,3,Seed,758,3,6,2,14,Seed,0,0,0,48.4
Healthtech,NEOM,2016,8,Pre-Seed,231,2,1,2,11,Pre-Seed,0,0,0,37.5
E-commerce,Riyadh,2011,13,Seed,2235,1,6,4,1,Seed,0,0,0,53.2
Healthtech,Riyadh,2021,3,Series A,11035,2,7,2,20,Series A,0,0,1,46.7
Real Estate Tech,Jeddah,2019,5,Pre-Seed,494,2,3,3,4,Pre-Seed,0,0,1,43.1
Healthtech,Riyadh,2013,11,Pre-Seed,182,1,3,2,13,Pre-Seed,0,0,1,45.8
Real Estate Tech,Riyadh,2010,14,Pre-Seed,348,2,2,3,19,Pre-Seed,0,1,1,59.4
Edtech,Khobar,2017,7,Seed,2946,3,5,2,10,Seed,0,0,0,70.2
Fintech,Riyadh,2019,5,Seed,2617,3,3,4,6,Seed,1,0,1,49.5
Healthtech,Riyadh,2019,5,Seed,1154,2,2,3,22,Seed,0,0,1,31.0
Fintech,Riyadh,2018,6,Seed,1947,2,5,2,2,Seed,0,0,0,41.7
Real Estate Tech,Riyadh,2010,14,Series B,17700,5,18,2,8,Series B,0,1,1,63.5
Real Estate Tech,Riyadh,2020,4,Pre-Seed,479,1,3,1,17,Pre-Seed,0,1,0,59.7
Fintech,Riyadh,2016,8,Seed,1445,1,5,4,15,Seed,1,0,0,38.8
Logistics Tech,Riyadh,2010,14,Series C,148644,6,26,1,13,Series C,0,0,1,51.5
Real Estate Tech,Jeddah,2021,3,Series A,5422,2,6,1,30,Series A,0,0,0,38.0
Traveltech,Riyadh,2010,14,Series A,7981,4,5,2,22,Series A,0,0,0,57.9
HR Tech,Riyadh,2018,6,Seed,2805,3,5,2,24,Seed,0,0,0,35.1
Healthtech,Jeddah,2019,5,Pre-Seed,462,2,2,2,10,Pre-Seed,0,0,0,38.9
Fintech,NEOM,2019,5,Series A,5564,2,6,2,32,Series A,0,0,0,46.3
Real Estate Tech,Riyadh,2015,9,Series A,6340,2,8,3,10,Series A,0,1,1,56.9
Logistics Tech,Riyadh,2010,14,Pre-Seed,456,2,1,2,20,Pre-Seed,0,0,0,45.5
Real Estate Tech,Riyadh,2016,8,Seed,1347,1,2,2,19,Seed,0,1,1,34.3
Fintech,Jeddah,2012,12,Series C,117892,4,28,1,10,Series C,1,0,0,57.1
Healthtech,Riyadh,2019,5,Pre-Seed,454,1,3,2,4,Pre-Seed,0,0,0,48.6
Agritech,Riyadh,2013,11,Seed,1102,1,3,2,14,Seed,0,0,0,47.1
Logistics Tech,Riyadh,2013,11,Seed,2051,3,5,2,11,Seed,0,0,0,38.0
Fintech,Riyadh,2017,7,Series B,34164,3,8,2,4,Series B,1,0,1,60.2
Edtech,Riyadh,2010,14,Series B,37302,5,17,2,10,Series B,0,0,1,50.9
Real Estate Tech,Riyadh,2017,7,Series A,14958,4,8,2,24,Series A,0,1,1,62.7
Real Estate Tech,Dammam,2018,6,Seed,1139,2,3,3,9,Seed,0,1,0,47.8
Agritech,Jeddah,2020,4,Pre-Seed,225,2,1,2,23,Pre-Seed,0,0,0,31.0
Real Estate Tech,Riyadh,2016,8,Seed,1207,3,2,3,21,Seed,0,1,0,35.1
Real Estate Tech,Riyadh,2010,14,Series A,4375,2,8,2,20,Series A,0,0,1,57.3
Fintech,Riyadh,2016,8,Series A,10176,3,10,2,38,Series A,1,0,0,47.3
Agritech,Riyadh,2015,9,Growth,230989,6,27,2,9,Growth,0,0,1,69.8
Logistics Tech,NEOM,2014,10,Seed,1157,2,3,2,20,Seed,0,0,0,51.1
Healthtech,Abha,2014,10,Series A,10793,4,4,2,16,Series A,0,0,0,44.7
Logistics Tech,Riyadh,2010,14,Seed,1720,3,3,2,16,Seed,0,0,0,32.6
Fintech,Riyadh,2015,9,Pre-Seed,493,1,2,2,1,Pre-Seed,1,0,1,53.9
E-commerce,Riyadh,2022,2,Seed,1318,2,5,2,10,Seed,0,0,1,57.0
Real Estate Tech,Jeddah,2013,11,Seed,1729,3,5,3,11,Seed,0,1,0,45.4
Fintech,Jeddah,2010,14,Series C,102028,6,21,1,16,Series C,1,0,0,53.1
E-commerce,Dammam,2021,3,Seed,1080,2,6,3,2,Seed,0,0,0,54.7
Traveltech,Dammam,2017,7,Growth,329327,8,43,3,14,Growth,0,0,0,81.2
Fintech,Riyadh,2017,7,Seed,660,2,5,2,7,Seed,1,0,0,43.1
Real Estate Tech,Jeddah,2021,3,Pre-Seed,435,1,1,4,6,Pre-Seed,0,0,0,37.8
Real Estate Tech,Jeddah,2022,2,Pre-Seed,444,2,2,2,1,Pre-Seed,0,1,0,42.0
Real Estate Tech,Jeddah,2020,4,Pre-Seed,441,2,3,2,1,Pre-Seed,0,1,1,44.0
Traveltech,Riyadh,2013,11,Seed,1008,2,2,2,12,Seed,0,0,1,47.4
E-commerce,Jeddah,2022,2,Pre-Seed,251,2,1,2,25,Pre-Seed,0,0,1,26.5
E-commerce,Jeddah,2016,8,Seed,1808,2,3,4,15,Seed,0,0,0,49.3
Logistics Tech,Jeddah,2012,12,Growth,156295,5,32,2,16,Growth,0,0,0,49.8
Fintech,Jeddah,2017,7,Series A,4022,2,9,3,20,Series A,0,0,0,28.2
E-commerce,Jeddah,2016,8,Series A,13815,2,4,4,7,Series A,0,0,0,34.9
E-commerce,Jeddah,2014,10,Pre-Seed,473,2,1,2,4,Pre-Seed,0,0,0,25.5
Healthtech,Jeddah,2014,10,Seed,1196,1,4,2,20,Seed,0,0,1,46.2
Cybersecurity,Jeddah,2018,6,Seed,2761,2,2,2,14,Seed,0,0,0,66.0
Logistics Tech,Riyadh,2015,9,Series C,99146,6,23,2,23,Series C,0,0,1,45.6
E-commerce,Riyadh,2015,9,Pre-Seed,172,2,3,1,9,Pre-Seed,0,0,0,60.6
Logistics Tech,Riyadh,2011,13,Seed,2458,1,2,2,25,Seed,0,0,0,30.2
Fintech,Jeddah,2020,4,Series A,14036,4,5,3,7,Series A,1,0,0,35.2
Fintech,Jeddah,2014,10,Seed,1166,2,3,3,18,Seed,0,0,0,40.1
Real Estate Tech,Medina,2021,3,Series B,48536,5,15,2,22,Series B,0,0,0,47.9
Real Estate Tech,Riyadh,2013,11,Pre-Seed,282,1,1,3,7,Pre-Seed,0,1,0,60.0
E-commerce,Riyadh,2019,5,Seed,884,1,4,3,2,Seed,0,0,0,58.1
Healthtech,Riyadh,2012,12,Series B,16338,4,10,2,8,Series B,0,0,0,64.1
Traveltech,Riyadh,2018,6,Seed,2586,1,6,2,15,Seed,0,0,0,49.0
E-commerce,Dammam,2020,4,Seed,802,3,2,1,13,Seed,0,0,0,56.5
E-commerce,Riyadh,2021,3,Pre-Seed,468,1,1,2,29,Pre-Seed,0,0,0,56.8
Fintech,Jeddah,2016,8,Series A,5148,2,10,2,8,Series A,1,0,1,32.2
Fintech,Jeddah,2013,11,Growth,348020,5,39,2,27,Growth,1,0,0,48.6
Healthtech,Riyadh,2018,6,Series A,13899,3,6,3,26,Series A,0,0,1,46.4
E-commerce,NEOM,2018,6,Series B,37974,5,15,2,14,Series B,0,0,0,61.8
Agritech,Riyadh,2021,3,Seed,2316,1,5,3,1,Seed,0,0,0,50.0
Fintech,Riyadh,2016,8,Pre-Seed,154,1,3,3,8,Pre-Seed,0,0,1,54.3
