sector,city,founded_year,startup_age_years,funding_stage,total_funding_sar,num_funding_rounds,num_investors,num_founders,speed_to_first_round_months,last_round_type,sama_sandbox,rega_sandbox,ntdp_participation,market_growth_index,traction_score,monthly_revenue_sar,risk_category,survived_3_years,investment_score
Healthtech,Riyadh,2012,12,Pre-Seed,332,1,2,1,21,Pre-Seed,0,0,0,0.78,22.7,3020,Medium,0,47.1
Agritech,NEOM,2020,4,Series A,13938,3,4,2,7,Series A,0,0,1,0.52,46.7,233524,Medium,1,60.6
Edtech,Jeddah,2014,10,Seed,2361,3,3,2,6,Seed,0,0,1,0.58,25.0,34791,High,0,44.0
Logistics Tech,Riyadh,2016,8,Pre-Seed,241,1,3,1,33,Pre-Seed,0,0,0,0.63,13.4,5879,Medium,1,50.4
Edtech,Mecca,2019,5,Series C,101087,6,16,2,36,Series C,0,0,1,0.58,89.0,14322199,Low,1,77.6
Edtech,Jeddah,2019,5,Series A,7368,4,5,2,12,Series A,0,0,0,0.58,44.8,369869,High,1,41.0
Agritech,Riyadh,2012,12,Series B,49940,4,14,2,28,Series B,0,0,0,0.52,68.5,1626404,Medium,1,68.0
Real Estate Tech,Jeddah,2018,6,Series A,6295,2,4,2,21,Series A,0,0,1,0.82,39.9,388621,Medium,0,54.5
E-commerce,Riyadh,2019,5,Seed,2014,1,2,2,3,Seed,0,0,0,0.72,19.3,65420,Medium,1,61.7
Real Estate Tech,Dammam,2021,3,Seed,1186,2,4,2,8,Seed,0,1,0,0.82,33.3,74291,Medium,0,55.5
Cybersecurity,Dammam,2013,11,Series A,7748,4,6,4,33,Series A,0,0,1,0.88,53.4,236326,High,1,42.6
HR Tech,Medina,2019,5,Growth,220775,7,41,1,3,Growth,0,0,1,0.65,99.8,75444820,Medium,0,48.8
Fintech,Jeddah,2011,13,Seed,1121,1,5,1,40,Seed,1,0,0,0.9,34.9,5640,High,0,32.9
Edtech,Riyadh,2012,12,Series B,41231,5,17,3,12,Series B,0,0,0,0.58,64.4,2558015,Medium,1,57.4
Traveltech,Dammam,2014,10,Series C,122653,5,30,2,33,Series C,0,0,0,0.48,82.7,4529003,Medium,1,68.5
Fintech,Riyadh,2012,12,Series A,5929,2,9,3,14,Series A,0,0,0,0.9,49.9,172311,Medium,0,53.2
Healthtech,Jeddah,2014,10,Series C,143716,6,24,2,25,Series C,0,0,1,0.78,83.5,10709376,Medium,1,61.6
Traveltech,Jeddah,2013,11,Seed,2155,2,2,3,31,Seed,0,0,1,0.48,31.1,61320,Medium,1,49.8
Fintech,Riyadh,2022,2,Series C,149977,5,23,4,31,Series C,1,0,1,0.9,84.9,8998989,Low,1,70.0
Edtech,Riyadh,2020,4,Series A,11191,2,10,2,12,Series A,0,0,1,0.58,46.9,334140,High,0,38.9
Real Estate Tech,NEOM,2019,5,Pre-Seed,376,1,2,1,9,Pre-Seed,0,0,0,0.82,10.7,1843,High,0,47.4
Traveltech,NEOM,2022,2,Series C,54351,6,25,3,17,Series C,0,0,0,0.48,84.5,3015140,Low,0,70.4
HR Tech,Riyadh,2012,12,Seed,1788,3,5,3,4,Seed,0,0,1,0.65,36.9,38320,High,1,51.5
HR Tech,Riyadh,2021,3,Seed,529,3,5,3,20,Seed,0,0,1,0.65,28.5,27334,Medium,1,52.4
E-commerce,Riyadh,2015,9,Series A,9611,3,4,1,9,Series A,0,0,0,0.72,49.5,149245,Medium,1,61.8
Agritech,NEOM,2017,7,Pre-Seed,134,2,1,3,28,Pre-Seed,0,0,0,0.52,18.6,276,High,0,39.1
Agritech,Riyadh,2022,2,Seed,1249,3,5,1,12,Seed,0,0,0,0.52,26.2,37704,High,1,56.9
Real Estate Tech,Jeddah,2021,3,Series B,40178,3,15,2,1,Series B,0,1,1,0.82,66.0,2577242,Low,1,70.2
Logistics Tech,Riyadh,2013,11,Pre-Seed,302,2,3,2,32,Pre-Seed,0,0,0,0.63,13.1,8562,High,0,50.1
Fintech,Jeddah,2018,6,Seed,1592,2,5,2,19,Seed,0,0,1,0.9,21.2,15291,High,0,35.8
Healthtech,Riyadh,2015,9,Pre-Seed,230,1,2,3,18,Pre-Seed,0,0,0,0.78,24.7,8094,Medium,1,53.8
Real Estate Tech,Dammam,2014,10,Seed,611,1,5,2,28,Seed,0,1,1,0.82,35.6,18091,Medium,0,51.4
Fintech,Riyadh,2012,12,Series A,13764,3,8,1,26,Series A,0,0,0,0.9,54.6,180839,Medium,1,52.2
Fintech,Jeddah,2014,10,Series B,40407,3,11,3,10,Series B,1,0,1,0.9,77.5,2019444,Medium,1,62.0
Edtech,Riyadh,2014,10,Series C,108010,5,15,4,13,Series C,0,0,0,0.58,87.4,9465893,Medium,1,64.7
Real Estate Tech,Jeddah,2021,3,Series A,4067,2,4,2,6,Series A,0,0,0,0.82,44.7,337330,Medium,0,54.3
Edtech,NEOM,2021,3,Seed,1375,1,6,2,3,Seed,0,0,0,0.58,19.6,6793,Medium,1,57.6
Fintech,Riyadh,2013,11,Series C,102941,5,16,2,23,Series C,0,0,0,0.9,80.4,11358178,Medium,1,69.4
Real Estate Tech,NEOM,2021,3,Series B,38351,3,11,2,21,Series B,0,1,1,0.82,68.7,1186238,Medium,0,56.2
Healthtech,Jeddah,2015,9,Series A,10795,3,7,2,25,Series A,0,0,1,0.78,46.5,432567,High,0,51.4
Logistics Tech,Riyadh,2012,12,Series A,7115,3,8,2,30,Series A,0,0,0,0.63,48.8,71318,High,0,46.2
Real Estate Tech,Riyadh,2019,5,Series C,143691,4,21,1,25,Series C,0,1,0,0.82,79.0,14878589,Medium,1,72.0
Healthtech,Riyadh,2010,14,Series A,3048,3,6,4,26,Series A,0,0,1,0.78,55.4,306296,High,0,39.9
Agritech,Jeddah,2016,8,Seed,2269,1,4,2,1,Seed,0,0,1,0.52,29.9,79344,High,1,44.7
Healthtech,Dammam,2016,8,Series A,9139,3,10,2,14,Series A,0,0,0,0.78,49.5,466993,High,0,47.5
Real Estate Tech,Riyadh,2021,3,Pre-Seed,318,1,2,2,27,Pre-Seed,0,0,0,0.82,16.2,8760,Medium,1,59.6
Fintech,Jeddah,2013,11,Seed,1266,2,5,2,6,Seed,1,0,0,0.9,35.3,69172,High,0,37.1
Agritech,Dammam,2018,6,Seed,2579,2,5,2,18,Seed,0,0,0,0.52,21.3,23557,Medium,1,48.3
Fintech,Khobar,2021,3,Pre-Seed,358,1,3,2,23,Pre-Seed,1,0,1,0.9,12.6,2151,High,0,33.1
Agritech,Jeddah,2011,13,Pre-Seed,262,2,1,2,22,Pre-Seed,0,0,0,0.52,21.4,2719,High,0,42.4
E-commerce,Mecca,2022,2,Pre-Seed,443,2,2,2,21,Pre-Seed,0,0,0,0.72,9.3,1746,Medium,1,51.2
Traveltech,Jeddah,2010,14,Series A,14335,2,6,2,23,Series A,0,0,0,0.48,53.2,89235,Medium,1,59.5
Logistics Tech,Riyadh,2012,12,Series B,40144,3,14,2,19,Series B,0,0,1,0.63,74.6,2614226,High,0,49.5
Cybersecurity,Dammam,2016,8,Growth,327251,5,41,3,3,Growth,0,0,0,0.88,100.0,56236852,High,0,45.0
Real Estate Tech,Riyadh,2018,6,Seed,2569,1,6,2,23,Seed,0,0,0,0.82,20.3,21971,High,1,55.4
Logistics Tech,Riyadh,2011,13,Series A,10788,4,9,1,20,Series A,0,0,1,0.63,52.0,94703,High,0,44.1
E-commerce,Riyadh,2015,9,Series C,131461,6,15,2,3,Series C,0,0,0,0.72,82.6,4246309,Medium,1,61.4
E-commerce,Dammam,2012,12,Pre-Seed,105,1,1,4,31,Pre-Seed,0,0,1,0.72,18.4,3894,Medium,1,52.7
Healthtech,Dammam,2014,10,Series A,7066,2,6,3,23,Series A,0,0,1,0.78,47.6,240363,High,0,44.1
Agritech,Riyadh,2021,3,Series A,3082,2,7,2,4,Series A,0,0,1,0.52,53.2,362089,Medium,1,56.8
Cybersecurity,Riyadh,2018,6,Pre-Seed,316,1,2,4,9,Pre-Seed,0,0,0,0.88,11.0,9441,High,1,53.8
Logistics Tech,Riyadh,2012,12,Series B,15335,4,13,2,12,Series B,0,0,0,0.63,65.0,1162994,Medium,1,51.9
E-commerce,Jeddah,2010,14,Series B,26104,3,15,4,12,Series B,0,0,1,0.72,70.3,1133439,Medium,0,61.2
E-commerce,Riyadh,2014,10,Pre-Seed,461,2,3,2,20,Pre-Seed,0,0,0,0.72,22.8,9813,Medium,0,57.6
Edtech,Dammam,2010,14,Pre-Seed,340,1,3,2,8,Pre-Seed,0,0,0,0.58,18.8,3589,High,0,41.1
Real Estate Tech,Riyadh,2017,7,Pre-Seed,277,1,1,2,29,Pre-Seed,0,1,0,0.82,14.4,6622,Medium,1,61.7
Fintech,Riyadh,2016,8,Seed,1094,3,4,2,28,Seed,1,0,1,0.9,33.5,53419,Medium,0,52.8
Real Estate Tech,Riyadh,2020,4,Seed,2323,1,3,2,24,Seed,0,0,0,0.82,25.5,20998,Medium,1,57.5
Real Estate Tech,Riyadh,2011,13,Seed,2179,3,4,2,18,Seed,0,0,0,0.82,36.5,40594,Medium,0,55.8
Real Estate Tech,Mecca,2020,4,Seed,1053,3,4,2,27,Seed,0,1,1,0.82,35.9,27391,Medium,1,56.7
Real Estate Tech,Riyadh,2018,6,Series C,125211,6,25,2,15,Series C,0,0,0,0.82,77.5,5865121,Low,0,76.2
Fintech,Riyadh,2014,10,Seed,1283,3,4,1,10,Seed,0,0,0,0.9,28.4,61936,High,0,48.2
Fintech,Riyadh,2016,8,Pre-Seed,186,2,3,4,29,Pre-Seed,0,0,0,0.9,25.2,3698,Medium,0,54.6
Cybersecurity,Riyadh,2013,11,Seed,1013,2,2,3,21,Seed,0,0,0,0.88,35.2,63801,Medium,1,54.9
E-commerce,Riyadh,2021,3,Seed,1484,2,4,4,11,Seed,0,0,0,0.72,23.9,58605,Medium,1,59.6
E-commerce,Riyadh,2022,2,Seed,1087,2,3,3,13,Seed,0,0,1,0.72,17.9,20139,Medium,1,61.3
Edtech,Jeddah,2010,14,Seed,2002,1,3,3,10,Seed,0,0,0,0.58,31.9,14936,High,0,43.3
Real Estate Tech,Jeddah,2017,7,Pre-Seed,494,1,2,2,38,Pre-Seed,0,1,1,0.82,17.7,4637,Low,1,65.8
HR Tech,Riyadh,2022,2,Series B,20052,5,8,1,18,Series B,0,0,0,0.65,58.8,2659517,Medium,1,55.2
Logistics Tech,Riyadh,2010,14,Growth,232663,5,28,2,19,Growth,0,0,0,0.63,96.2,22217074,Medium,1,56.9
Fintech,Mecca,2012,12,Seed,949,1,3,2,25,Seed,1,0,1,0.9,39.1,65596,Medium,0,54.1
E-commerce,Riyadh,2015,9,Seed,1088,2,5,3,5,Seed,0,0,1,0.72,32.9,34802,Medium,1,63.7
Agritech,Riyadh,2017,7,Series A,7356,3,4,2,28,Series A,0,0,0,0.52,45.3,207233,Medium,0,55.7
HR Tech,Riyadh,2017,7,Series A,6609,4,4,4,11,Series A,0,0,0,0.65,43.1,189486,High,0,44.2
E-commerce,Riyadh,2011,13,Seed,594,1,5,2,36,Seed,0,0,0,0.72,32.1,56359,Medium,1,58.8
Healthtech,Dammam,2018,6,Series C,108476,6,25,3,14,Series C,0,0,0,0.78,78.6,6134007,Medium,0,56.8
Fintech,Riyadh,2013,11,Series A,5517,2,4,1,28,Series A,1,0,0,0.9,48.8,456383,Medium,0,51.2
Cybersecurity,Jeddah,2013,11,Seed,2643,2,3,2,1,Seed,0,0,0,0.88,33.8,12167,Medium,1,58.1
Real Estate Tech,Riyadh,2011,13,Series A,3091,4,5,4,6,Series A,0,1,1,0.82,57.0,493730,Medium,0,55.5
HR Tech,Riyadh,2010,14,Series C,117016,6,26,2,15,Series C,0,0,0,0.65,85.9,6562800,Medium,0,57.6
Healthtech,Dammam,2019,5,Series B,32339,3,9,2,1,Series B,0,0,0,0.78,63.8,1788381,Medium,1,62.1
Healthtech,Riyadh,2016,8,Pre-Seed,483,1,3,2,24,Pre-Seed,0,0,0,0.78,16.8,8995,Medium,0,51.9
E-commerce,Jeddah,2020,4,Seed,523,2,6,1,21,Seed,0,0,0,0.72,26.2,59026,High,0,49.4
Real Estate Tech,Riyadh,2019,5,Seed,2226,3,3,2,8,Seed,0,0,1,0.82,24.3,9595,Medium,1,58.6
Fintech,Jeddah,2012,12,Seed,523,1,5,2,17,Seed,1,0,1,0.9,41.3,74591,High,0,36.1
Real Estate Tech,Riyadh,2013,11,Series A,6306,4,7,2,26,Series A,0,1,1,0.82,57.0,79928,Medium,0,52.2
Fintech,NEOM,2020,4,Series B,36837,4,11,2,1,Series B,1,0,1,0.9,76.2,731348,Medium,0,61.5
Logistics Tech,Riyadh,2018,6,Series A,13343,2,10,1,5,Series A,0,0,0,0.63,50.7,156107,Medium,0,42.2
Real Estate Tech,NEOM,2015,9,Growth,218084,5,27,3,14,Growth,0,0,1,0.82,100.0,72699736,Medium,1,61.3
Fintech,Riyadh,2010,14,Seed,1328,2,6,3,18,Seed,1,0,0,0.9,34.9,63719,High,0,48.3
HR Tech,Jeddah,2018,6,Series B,43131,3,14,1,17,Series B,0,0,0,0.65,70.7,1834672,Medium,1,56.9
Agritech,Riyadh,2018,6,Series A,3189,2,4,2,26,Series A,0,0,0,0.52,47.7,234498,High,1,55.6
Traveltech,Khobar,2014,10,Seed,960,3,4,1,22,Seed,0,0,0,0.48,33.2,8348,High,0,41.3
Cybersecurity,Riyadh,2017,7,Series A,5237,2,5,3,24,Series A,0,0,0,0.88,50.9,285929,Medium,0,51.7
Fintech,Riyadh,2016,8,Pre-Seed,450,1,2,3,4,Pre-Seed,0,0,1,0.9,21.6,5826,High,1,57.0
E-commerce,Riyadh,2020,4,Series B,15581,4,8,4,19,Series B,0,0,0,0.72,59.5,1243212,Medium,1,61.2
Logistics Tech,Riyadh,2017,7,Seed,2662,2,5,2,14,Seed,0,0,1,0.63,34.9,21961,Medium,1,51.0
Edtech,Riyadh,2018,6,Seed,2652,2,2,2,32,Seed,0,0,1,0.58,31.7,54215,Medium,1,55.4
Fintech,Mecca,2011,13,Series A,7716,3,10,2,19,Series A,1,0,1,0.9,55.1,305455,Medium,1,67.2
Logistics Tech,Medina,2019,5,Series A,12724,2,4,2,11,Series A,0,0,1,0.63,47.7,56560,High,1,47.6
Real Estate Tech,Riyadh,2014,10,Pre-Seed,444,1,1,2,26,Pre-Seed,0,0,1,0.82,16.6,3615,Medium,1,59.1
Real Estate Tech,Khobar,2017,7,Pre-Seed,120,1,2,1,23,Pre-Seed,0,0,0,0.82,10.2,3515,High,0,45.8
Healthtech,Jeddah,2012,12,Seed,2935,3,5,3,9,Seed,0,0,0,0.78,35.5,78090,Medium,1,48.9
Healthtech,Riyadh,2020,4,Series A,14184,4,5,2,14,Series A,0,0,1,0.78,42.9,74425,High,0,43.7
Healthtech,Jeddah,2020,4,Series B,47426,3,13,3,14,Series B,0,0,1,0.78,61.6,1985970,Low,1,78.3
Fintech,Jeddah,2015,9,Series C,109875,6,28,2,30,Series C,0,0,1,0.9,93.9,6941830,Medium,1,64.7
Agritech,Medina,2015,9,Seed,973,1,3,4,20,Seed,0,0,1,0.52,30.9,41464,High,0,45.9
Real Estate Tech,Riyadh,2016,8,Series A,3859,3,5,4,25,Series A,0,0,0,0.82,51.6,444428,Medium,0,48.0
Fintech,Jeddah,2022,2,Seed,2941,1,3,4,13,Seed,1,0,1,0.9,36.6,50848,High,0,36.5
Agritech,Riyadh,2020,4,Series A,14899,3,9,3,21,Series A,0,0,1,0.52,51.9,342694,Medium,1,57.3
HR Tech,Riyadh,2012,12,Pre-Seed,276,1,1,3,31,Pre-Seed,0,0,0,0.65,20.6,6397,High,0,55.8
Agritech,Riyadh,2017,7,Seed,1016,1,2,2,14,Seed,0,0,0,0.52,27.9,66019,Medium,0,56.1
Logistics Tech,Abha,2017,7,Series A,10356,4,5,2,19,Series A,0,0,1,0.63,53.4,178715,High,0,48.4
Edtech,Dammam,2018,6,Pre-Seed,445,1,2,3,4,Pre-Seed,0,0,0,0.58,14.3,1543,High,0,44.0
Healthtech,Dammam,2017,7,Series A,4376,3,5,3,10,Series A,0,0,1,0.78,53.9,287297,High,0,45.3
Fintech,Jeddah,2012,12,Series B,38069,5,10,4,14,Series B,0,0,0,0.9,69.3,1205602,Medium,1,60.1
E-commerce,Riyadh,2015,9,Seed,2595,1,3,2,7,Seed,0,0,0,0.72,29.1,57221,Medium,1,60.9
Real Estate Tech,Riyadh,2018,6,Seed,2891,3,4,2,31,Seed,0,0,0,0.82,34.9,36284,Medium,1,56.0
Real Estate Tech,Riyadh,2010,14,Series B,19639,4,17,3,9,Series B,0,1,1,0.82,76.9,1146776,Low,0,64.6
Edtech,Riyadh,2012,12,Series B,17867,4,16,4,25,Series B,0,0,0,0.58,70.3,1341063,Medium,0,52.7
E-commerce,Dammam,2011,13,Seed,1560,3,5,2,19,Seed,0,0,0,0.72,34.6,29772,Medium,1,56.1
Fintech,Jeddah,2021,3,Seed,1257,2,6,2,18,Seed,1,0,1,0.9,34.9,25458,High,0,37.3
Real Estate Tech,Riyadh,2017,7,Series A,6496,4,9,2,32,Series A,0,1,0,0.82,53.4,66257,High,1,49.7
Edtech,Riyadh,2015,9,Series A,9495,3,9,2,1,Series A,0,0,0,0.58,44.8,212962,High,0,40.7
Fintech,Riyadh,2019,5,Pre-Seed,287,2,3,1,16,Pre-Seed,1,0,1,0.9,23.0,6082,High,1,55.9
Agritech,Riyadh,2020,4,Seed,2882,3,2,2,7,Seed,0,0,0,0.52,26.7,12903,Medium,1,56.7
E-commerce,Khobar,2020,4,Series C,136499,6,25,3,1,Series C,0,0,1,0.72,86.5,6048118,Medium,1,62.5
E-commerce,Jeddah,2017,7,Series A,11094,2,10,1,6,Series A,0,0,0,0.72,51.2,153175,Medium,1,57.8
Healthtech,Dammam,2011,13,Growth,481214,5,26,2,18,Growth,0,0,1,0.78,100.0,61449018,Medium,0,58.8
Logistics Tech,Riyadh,2020,4,Series A,7141,4,6,3,10,Series A,0,0,0,0.63,41.8,87708,High,0,45.3
Real Estate Tech,Riyadh,2015,9,Series C,113983,4,15,4,26,Series C,0,1,1,0.82,86.0,12565790,Low,1,76.0
Edtech,Riyadh,2016,8,Pre-Seed,274,1,1,4,15,Pre-Seed,0,0,0,0.58,18.1,7564,Medium,0,46.6
Healthtech,NEOM,2017,7,Series B,45776,4,16,2,14,Series B,0,0,0,0.78,70.8,1353901,Low,1,79.5
Real Estate Tech,Dammam,2018,6,Pre-Seed,153,1,2,4,14,Pre-Seed,0,1,1,0.82,21.3,3203,Medium,1,57.6
Agritech,Riyadh,2014,10,Series A,12993,3,6,1,17,Series A,0,0,1,0.52,50.7,423109,Medium,1,57.5
Logistics Tech,Jeddah,2020,4,Seed,2410,1,3,3,13,Seed,0,0,1,0.63,22.3,52507,Medium,1,57.6
Edtech,Riyadh,2012,12,Seed,2275,1,2,2,9,Seed,0,0,0,0.58,33.6,67812,Medium,1,52.5
Agritech,Jeddah,2011,13,Series B,18905,5,8,2,27,Series B,0,0,0,0.52,70.6,1654431,Medium,0,62.2
Agritech,Mecca,2017,7,Series B,26974,3,13,2,11,Series B,0,0,0,0.52,64.5,1870335,Medium,0,58.4
Edtech,Jeddah,2010,14,Pre-Seed,484,1,3,1,14,Pre-Seed,0,0,0,0.58,25.2,5709,High,0,37.9
Agritech,Jeddah,2019,5,Series A,5262,4,8,3,22,Series A,0,0,0,0.52,46.2,476866,High,0,51.3
Edtech,Riyadh,2015,9,Seed,2023,3,4,2,21,Seed,0,0,1,0.58,32.7,72768,Medium,0,55.8
Edtech,Riyadh,2011,13,Seed,1258,3,5,2,9,Seed,0,0,0,0.58,36.5,22591,Medium,1,53.7
Healthtech,Riyadh,2012,12,Series B,32805,3,16,2,25,Series B,0,0,0,0.78,79.1,1086130,Low,1,70.6
Logistics Tech,Riyadh,2017,7,Seed,997,3,5,2,23,Seed,0,0,0,0.63,26.3,7779,Medium,0,51.3
Fintech,Jeddah,2010,14,Series C,97277,4,17,4,19,Series C,0,0,1,0.9,86.5,7122049,Medium,1,64.9
Agritech,Jeddah,2015,9,Pre-Seed,204,2,2,3,13,Pre-Seed,0,0,0,0.52,13.6,3042,High,0,43.4
Agritech,Riyadh,2012,12,Series A,14816,2,6,4,13,Series A,0,0,0,0.52,54.1,119086,Medium,0,53.4
Fintech,Dammam,2015,9,Series A,3479,3,10,2,15,Series A,0,0,1,0.9,48.4,316638,Low,1,67.3
Logistics Tech,Riyadh,2012,12,Seed,1923,2,6,2,5,Seed,0,0,0,0.63,30.6,6062,High,0,47.0
Fintech,Riyadh,2020,4,Seed,2982,2,5,2,17,Seed,0,0,0,0.9,24.6,79469,Medium,1,50.4
Real Estate Tech,Riyadh,2020,4,Series B,23885,5,13,2,26,Series B,0,1,0,0.82,74.1,2750762,Medium,1,57.3
Edtech,Riyadh,2017,7,Series A,6039,2,10,2,26,Series A,0,0,0,0.58,53.0,171082,High,0,38.5
Fintech,Riyadh,2014,10,Seed,694,1,5,3,14,Seed,1,0,0,0.9,29.3,22836,High,1,49.0
Logistics Tech,Riyadh,2013,11,Seed,1990,3,3,2,28,Seed,0,0,0,0.63,37.6,22760,High,0,48.4
Agritech,Riyadh,2018,6,Pre-Seed,440,2,3,2,37,Pre-Seed,0,0,0,0.52,10.3,382,Medium,1,53.4
E-commerce,Medina,2014,10,Pre-Seed,158,2,2,2,14,Pre-Seed,0,0,0,0.72,19.0,66,Medium,1,61.7
Fintech,Riyadh,2021,3,Seed,2387,1,3,2,24,Seed,1,0,0,0.9,26.6,25287,Medium,0,49.5
Real Estate Tech,Riyadh,2013,11,Pre-Seed,125,1,1,3,1,Pre-Seed,0,1,0,0.82,21.6,4850,Medium,1,59.8
Healthtech,Riyadh,2017,7,Series B,35958,3,14,2,5,Series B,0,0,0,0.78,62.4,1318939,Medium,1,69.4
Cybersecurity,Jeddah,2017,7,Series A,8223,3,6,2,18,Series A,0,0,0,0.88,54.9,412101,Medium,0,61.3
Healthtech,Riyadh,2017,7,Series C,118117,4,21,1,7,Series C,0,0,0,0.78,80.8,13089885,Medium,1,53.1
Real Estate Tech,Dammam,2013,11,Series A,13161,3,10,4,38,Series A,0,1,1,0.82,59.3,89592,Medium,1,60.3
Healthtech,Jeddah,2022,2,Series C,112279,5,19,4,23,Series C,0,0,0,0.78,73.1,13031921,Medium,1,59.6
Healthtech,Jeddah,2010,14,Series A,7645,3,4,3,27,Series A,0,0,1,0.78,51.1,239014,High,1,49.7
Logistics Tech,Jeddah,2011,13,Series A,14278,4,6,1,17,Series A,0,0,1,0.63,54.3,190896,Medium,0,60.9
Fintech,Riyadh,2013,11,Growth,387000,7,21,2,7,Growth,0,0,1,0.9,100.0,23034931,Low,0,67.3
Logistics Tech,Riyadh,2019,5,Series A,3221,2,8,2,12,Series A,0,0,1,0.63,49.1,141917,High,0,44.4
Healthtech,Riyadh,2011,13,Pre-Seed,463,2,2,4,20,Pre-Seed,0,0,0,0.78,24.7,8252,High,0,48.3
HR Tech,Jeddah,2020,4,Series A,14655,2,9,4,11,Series A,0,0,0,0.65,46.3,88961,High,1,44.3
Real Estate Tech,Riyadh,2019,5,Series C,110070,5,16,3,24,Series C,0,0,1,0.82,82.8,7377548,Low,1,72.9
Healthtech,Riyadh,2012,12,Series B,16197,3,18,1,25,Series B,0,0,0,0.78,72.4,470851,Low,0,68.9
Traveltech,Medina,2018,6,Series A,5710,2,4,4,18,Series A,0,0,0,0.48,47.8,368833,Medium,0,57.8
Fintech,Riyadh,2018,6,Series A,5732,4,10,2,1,Series A,0,0,0,0.9,51.2,419938,High,0,54.5
Traveltech,Dammam,2020,4,Growth,411201,7,23,3,35,Growth,0,0,1,0.48,97.3,18407255,Medium,1,64.9
Edtech,Dammam,2018,6,Pre-Seed,435,1,2,2,15,Pre-Seed,0,0,0,0.58,18.8,5411,High,0,43.8
Fintech,Riyadh,2016,8,Series A,11417,4,6,2,45,Series A,0,0,1,0.9,54.9,143509,Medium,1,52.5
Real Estate Tech,Riyadh,2013,11,Seed,2583,2,4,2,24,Seed,0,1,0,0.82,40.8,70291,Medium,1,54.6
Edtech,Riyadh,2010,14,Series A,4248,2,6,1,15,Series A,0,0,0,0.58,57.1,291480,High,0,40.6
Fintech,Jeddah,2012,12,Series A,11181,2,8,2,22,Series A,0,0,0,0.9,59.2,453980,High,0,46.1
Healthtech,Jeddah,2017,7,Pre-Seed,230,2,1,3,1,Pre-Seed,0,0,0,0.78,13.8,6679,High,0,57.7
Real Estate Tech,Dammam,2013,11,Pre-Seed,473,2,2,1,28,Pre-Seed,0,1,1,0.82,29.5,173,Medium,1,56.1
Healthtech,Khobar,2019,5,Series A,10112,2,5,2,43,Series A,0,0,0,0.78,41.1,234078,High,0,47.5
Fintech,Jeddah,2019,5,Pre-Seed,450,1,2,1,1,Pre-Seed,0,0,0,0.9,18.2,1453,High,0,45.6
Agritech,Riyadh,2011,13,Seed,811,3,4,2,15,Seed,0,0,0,0.52,33.1,16121,Medium,1,54.5
HR Tech,Riyadh,2017,7,Series B,25761,5,17,4,16,Series B,0,0,0,0.65,70.0,2118239,High,0,57.9
HR Tech,Dammam,2016,8,Seed,2105,2,5,2,26,Seed,0,0,0,0.65,35.6,78697,Medium,0,50.3
Edtech,Riyadh,2020,4,Seed,2064,1,2,1,39,Seed,0,0,1,0.58,31.9,62298,Medium,0,54.3
Fintech,Riyadh,2019,5,Series C,103135,5,16,4,21,Series C,0,0,1,0.9,81.1,9530225,Low,1,69.7
Logistics Tech,Jeddah,2018,6,Pre-Seed,468,1,2,3,39,Pre-Seed,0,0,0,0.63,10.9,7886,Medium,1,62.0
Fintech,Riyadh,2011,13,Seed,1246,3,6,1,19,Seed,1,0,0,0.9,40.0,77581,High,0,48.0
Fintech,Khobar,2014,10,Series A,9175,4,7,3,22,Series A,1,0,1,0.9,57.5,225267,Medium,0,49.0
Real Estate Tech,Jeddah,2015,9,Series A,8352,4,5,3,21,Series A,0,0,0,0.82,52.5,329945,Medium,0,58.4
E-commerce,Riyadh,2022,2,Series C,139938,4,26,3,30,Series C,0,0,0,0.72,75.4,7565707,Medium,1,59.9
Logistics Tech,Mecca,2011,13,Series C,67382,6,23,2,13,Series C,0,0,0,0.63,82.4,4751812,High,1,57.3
Edtech,Riyadh,2011,13,Series B,48265,3,9,4,26,Series B,0,0,0,0.58,70.2,2968595,Medium,0,52.8
E-commerce,Riyadh,2022,2,Pre-Seed,153,2,1,1,5,Pre-Seed,0,0,0,0.72,13.9,3108,Medium,1,60.1
Real Estate Tech,Riyadh,2019,5,Pre-Seed,274,2,2,2,15,Pre-Seed,0,1,0,0.82,18.9,8721,Medium,1,60.7
Cybersecurity,Riyadh,2013,11,Seed,2846,3,3,2,11,Seed,0,0,1,0.88,31.1,46447,High,0,55.2
E-commerce,Riyadh,2017,7,Pre-Seed,378,2,3,2,18,Pre-Seed,0,0,0,0.72,23.2,1320,Medium,0,62.5
E-commerce,Riyadh,2022,2,Series A,8485,3,6,4,14,Series A,0,0,0,0.72,43.6,410203,Medium,1,59.7
Fintech,Riyadh,2020,4,Series A,3577,2,8,2,29,Series A,1,0,0,0.9,41.7,164528,High,1,47.0
Logistics Tech,Riyadh,2014,10,Pre-Seed,188,2,1,1,9,Pre-Seed,0,0,0,0.63,22.1,4424,High,0,50.3
Edtech,Dammam,2018,6,Series B,47822,3,16,2,1,Series B,0,0,1,0.58,68.5,2381887,Medium,0,53.0
Real Estate Tech,Dammam,2013,11,Pre-Seed,217,1,3,2,4,Pre-Seed,0,1,1,0.82,25.5,9709,Medium,0,58.1
Fintech,Riyadh,2012,12,Seed,729,2,6,4,27,Seed,1,0,0,0.9,36.3,10666,High,1,48.2
Edtech,Riyadh,2019,5,Series A,11971,2,9,2,8,Series A,0,0,0,0.58,45.9,498847,High,0,39.6
